State,Suburb,Postcode,Status,Service Type,Id,New
NSW,Hallidays Point,2430,Build Commenced,Other,2NAB-20,
NSW,Hallsville,2340,Service Available,Wireless,2TAM-51-12-OXLV,
NSW,Hallsville,2340,Service Available,Wireless,2TAM-51-05-HALV,
NSW,Hamilton,2303,Service Available,Other,2HAM-13,
NSW,Hamilton,2303,Service Available,Other,2HAM-10,
NSW,Hamilton,2303,Service Available,Other,2HAM-11,
NSW,Hamilton East,2303,Service Available,Other,2HAM-13,
NSW,Hamilton East,2303,Service Available,Other,2HAM-14,
NSW,Hamilton East,2303,Build Commenced,Greenfields Fibre,AYCA-3AE4NB,
NSW,Hamilton North,2292,Service Available,Other,2HAM-11,
NSW,Hamilton South,2303,Service Available,Other,2HAM-09,
NSW,Hamilton Valley,2641,Service Available,Greenfields Fibre,AYCA-1GF57B,
NSW,Hamilton Valley,2641,Service Available,Greenfields Fibre,AYCA-1Y18EI,
NSW,Hamilton Valley,2641,Service Available,Greenfields Fibre,AYCA-G1N4R,
NSW,Hamilton Valley,2641,Build Commenced,Greenfields Fibre,AYCA-2X72MO,
NSW,Hamilton Valley,2641,Build Commenced,Wireless,2CUL-51-05-ABNU,
NSW,Hamlyn Terrace,2259,Service Available,Greenfields Fibre,AYCA-2VESHZ,
NSW,Hamlyn Terrace,2259,Service Available,Greenfields Fibre,AYCA-NXXR6,
NSW,Hamlyn Terrace,2259,Service Available,Greenfields Fibre,AYCA-15LCBW,
NSW,Hamlyn Terrace,2259,Service Available,Greenfields Fibre,AYCA-12K7E1,
NSW,Hamlyn Terrace,2259,Service Available,Other,2GRK-06,
NSW,Hamlyn Terrace,2259,Service Available,Other,2GRK-02,
NSW,Hamlyn Terrace,2259,Service Available,Other,2GRK-01,
NSW,Hamlyn Terrace,2259,Build Preparation,Greenfields Fibre,AYCA-2HYH7A,
NSW,Hamlyn Terrace,2259,Build Preparation,Greenfields Fibre,AYCA-2HYDLZ,
NSW,Hamlyn Terrace,2259,Build Preparation,Greenfields Fibre,AYCA-2HYB5Q,
NSW,Hamlyn Terrace,2259,Build Commenced,Greenfields Fibre,AYCA-2CJ37H,
NSW,Hamlyn Terrace,2259,Build Commenced,Greenfields Fibre,AYCA-2HY81Z,
NSW,Hannam Vale,2443,Build Commenced,Wireless,2HAR-51-13-HANN,
NSW,Hanwood,2680,Service Available,Wireless,2GFT-51-12-YOOG,
NSW,Hanwood,2680,Service Available,Wireless,2GFT-51-06-HANW,
NSW,Harrington,2427,Build Commenced,Other,2HAR-20,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYAA-GDFOR,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-1DAJU0,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-1FNKU5,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-24P7T4,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-26JSAC,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-I5D2W,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-MUELL,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-ISJ9I,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-1D9BBM,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-14QOEO,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYAA-GDLZ8,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYCA-LCFKS,
NSW,Harrington Park,2567,Service Available,Greenfields Fibre,AYAA-ESSB6,
NSW,Harrington Park,2567,Service Available,Other,2NRN-06,new
NSW,Harrington Park,2567,Build Preparation,Greenfields Fibre,AYCA-19AELU,
NSW,Harrington Park,2567,Build Commenced,Other,2NRN-03,
NSW,Harwood,2465,Service Available,Wireless,2MCL-51-04-MACL,
NSW,Harwood,2465,Build Commenced,Wireless,2MCL-51-09-MORO,
NSW,Harwood,2465,Build Commenced,Wireless,2MCL-51-05-PALM,new
NSW,Hastings Point,2489,Build Commenced,Other,2HAP-01,
NSW,Hastings Point,2489,Build Commenced,Other,2HAP-20,
NSW,Hat Head,2440,Service Available,Wireless,2KMS-51-08-HATH,
NSW,Hay,2711,Build Commenced,Other,2HAY-20,
NSW,Hay South,2711,Build Commenced,Other,2HAY-20,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-51,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-53,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-54,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-62,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-01,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-01,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-01,
NSW,Haymarket,2000,Service Available,Brownfields Fibre,2HMK-50,
NSW,Haymarket,2000,Service Available,Greenfields Fibre,AYCA-H7VYQ,
NSW,Haywards Bay,2530,Service Available,Greenfields Fibre,AYCA-186XHJ,
NSW,Haywards Bay,2530,Service Available,Greenfields Fibre,AYCA-2B3RRS,
NSW,Haywards Bay,2530,Service Available,Greenfields Fibre,AYCA-FKBYX,
NSW,Haywards Bay,2530,Service Available,Greenfields Fibre,AYCA-IHXCA,
NSW,Haywards Bay,2530,Service Available,Greenfields Fibre,AYCA-IHXMZ,
NSW,Haywards Bay,2530,Service Available,Greenfields Fibre,AYAA-FPP1O,
NSW,Haywards Bay,2530,Service Available,Greenfields Fibre,AYCA-186XD1,
NSW,Haywards Bay,2530,Service Available,Other,2ABN-01,new
NSW,Heatherbrae,2324,Build Commenced,Other,2RTC-20,
NSW,Henty,2658,Build Commenced,Other,2HEN-20,
NSW,Hernani,2453,Service Available,Wireless,2DRG-51-01-BILL,
NSW,Herons Creek,2443,Service Available,Wireless,2HAR-51-09-KENN,
NSW,Hexham,2322,Build Commenced,Other,2TAR-20,
NSW,Highfields,2289,Build Commenced,Other,2CHL-02,
NSW,Hill Top,2575,Build Commenced,Other,2MTT-02,
NSW,Hillsdale,2036,Service Available,Greenfields Fibre,AYCA-KDG3F,
NSW,Hillsdale,2036,Service Available,Greenfields Fibre,AYCA-1C714G,
NSW,Hillston,2675,Build Commenced,Other,2HTO-20,
NSW,Hillville,2430,Service Available,Wireless,2TEE-51-03-TINO,
NSW,Hillvue,2340,Service Available,Greenfields Fibre,AYCA-HU9Y9,
NSW,Hillvue,2340,Service Available,Greenfields Fibre,AYCA-HTZ1A,
NSW,Hillvue,2340,Service Available,Wireless,2TAM-51-06-KINW,
NSW,Hinton,2321,Build Commenced,Wireless,2MAI-51-31-HINT,
NSW,Hobartville,2753,Service Available,Brownfields Fibre,2RCH-06,
NSW,Hogarth Range,2470,Service Available,Wireless,2CSN-51-05-LEEV,
NSW,Holbrook,2644,Build Commenced,Other,2HOL-20,
NSW,Holgate,2250,Service Available,Other,2ERN-01,
NSW,Holmesville,2286,Service Available,Other,2BLR-02,
NSW,Holroyd,2142,Build Preparation,Greenfields Fibre,AYCA-2RQD4A,
NSW,Homebush,2140,Service Available,Brownfields Fibre,2BUR-10,
NSW,Homebush,2140,Service Available,Brownfields Fibre,2HOM-02,
NSW,Homebush,2140,Service Available,Greenfields Fibre,AYCA-2M9KDU,
NSW,Homebush,2140,Service Available,Greenfields Fibre,AYCA-1AFHBE,
NSW,Homebush,2140,Service Available,Greenfields Fibre,AYCA-1CPSMZ,
NSW,Homebush,2140,Service Available,Greenfields Fibre,AYCA-1GR16A,
NSW,Homebush,2140,Service Available,Greenfields Fibre,AYCA-2CVTM7,
NSW,Homebush,2140,Service Available,Greenfields Fibre,AYCA-2K0OG6,
NSW,Homebush,2140,Build Preparation,Greenfields Fibre,AYCA-3AEJ05,
NSW,Homebush,2140,Build Commenced,Greenfields Fibre,AYCA-1WOYZA,
NSW,Homebush,2140,Build Commenced,Greenfields Fibre,AYCA-3HQP1J,
NSW,Homebush West,2140,Service Available,Brownfields Fibre,2HOM-03,
NSW,Homebush West,2140,Service Available,Greenfields Fibre,AYCA-2KT010,
NSW,Homeleigh,2474,Service Available,Wireless,2KYO-51-02-HOME,
NSW,Hornsby,2077,Service Available,Greenfields Fibre,AYCA-199BSE,
NSW,Hornsby,2077,Service Available,Greenfields Fibre,AYCA-15M274,
NSW,Horse Station Creek,2474,Service Available,Wireless,2KYO-51-04-KYOG,
NSW,Horseshoe Bend,2320,Service Available,Brownfields Fibre,2MAI-05,
NSW,Horsfield Bay,2256,Service Available,Other,2WOY-07,
NSW,Horsley,2530,Service Available,Brownfields Fibre,2DAP-06,
NSW,Horsley,2530,Service Available,Brownfields Fibre,2DAP-01,
NSW,Horsley,2530,Service Available,Greenfields Fibre,AYCA-SG6C8,
NSW,Horsley,2530,Service Available,Greenfields Fibre,AYCA-SG61Y,
NSW,Horsley,2530,Service Available,Greenfields Fibre,AYCA-SG68A,
NSW,Howlong,2643,Service Available,Wireless,2HOW-51-01-HOWL,
NSW,Hunterview,2330,Build Commenced,Other,2SIN-01,
NSW,Huntley,2800,Service Available,Wireless,2ORG-51-03-GLEO,
NSW,Huntley,2800,Service Available,Wireless,2ORG-51-04-LUCK,
NSW,Huntley,2800,Service Available,Wireless,2ORG-51-11-SPRC,
NSW,Huntley,2800,Service Available,Wireless,2ORG-51-12-SHTI,
NSW,Hurstville,2220,Service Available,Greenfields Fibre,AYCA-EIX75,
NSW,Hurstville,2220,Service Available,Greenfields Fibre,AYCA-18PESX,
NSW,Hurstville,2220,Service Available,Greenfields Fibre,AYCA-P0IAI,
NSW,Hurstville,2220,Build Preparation,Greenfields Fibre,AYCA-2F5PJA,
NSW,Hyams Beach,2540,Service Available,Greenfields Fibre,AYCA-1ODJQ0,
NSW,Hyams Beach,2540,Service Available,Greenfields Fibre,AYCA-H9DEE,
NSW,Hyams Beach,2540,Service Available,Greenfields Fibre,AYCA-H9SYM,
NSW,Hyams Beach,2540,Service Available,Greenfields Fibre,AYCA-H9D1C,
NSW,Hyams Beach,2540,Service Available,Greenfields Fibre,AYAA-GQ0MW,
NSW,Hyams Beach,2540,Service Available,Wireless,2SUX-51-07-TOME,
NSW,Hyams Beach,2540,Service Available,Wireless,2SUX-51-04-HUSK,
NSW,Ilarwill,2463,Service Available,Wireless,2MCL-51-04-MACL,
NSW,Ilarwill,2463,Service Available,Wireless,2MCL-51-07-WDID,
NSW,Ilarwill,2463,Service Available,Wireless,2MCL-51-03-LAWR,
NSW,Ingleburn,2565,Build Commenced,Other,2ING-61,
NSW,Inverell,2360,Service Available,Wireless,2IVL-51-11-IVSE,
NSW,Inverell,2360,Service Available,Wireless,2IVL-51-08-INVE,
NSW,Inverell,2360,Build Commenced,Greenfields Fibre,AYCA-2K8IH0,
NSW,Invergowrie,2350,Service Available,Wireless,2ARM-51-09-IVGE,
NSW,Islington,2296,Service Available,Greenfields Fibre,AYCA-2KYRJJ,
NSW,Islington,2296,Service Available,Other,2HAM-12,
NSW,Jamberoo,2533,Service Available,Brownfields Fibre,2KIA-02,
NSW,Jamberoo,2533,Service Available,Greenfields Fibre,AYCA-1CUS9E,
NSW,Jamberoo,2533,Service Available,Wireless,2NWR-51-12-SADD,
NSW,Jamberoo,2533,Build Preparation,Greenfields Fibre,AYCA-2ONMWX,
NSW,Jamberoo,2533,Build Commenced,Greenfields Fibre,AYCA-209LWO,
NSW,James Creek,2463,Service Available,Wireless,2MCL-51-04-MACL,
NSW,James Creek,2463,Build Commenced,Wireless,2MCL-51-05-PALM,new
NSW,Jamisontown,2750,Service Available,Brownfields Fibre,2PTH-03,
NSW,Jamisontown,2750,Service Available,Brownfields Fibre,2PTH-04,
NSW,Jamisontown,2750,Service Available,Greenfields Fibre,AYCA-1XBLAZ,
NSW,Jamisontown,2750,Service Available,Greenfields Fibre,AYCA-10LZ03,
NSW,Jamisontown,2750,Service Available,Greenfields Fibre,AYCA-1JW3KR,
NSW,Jaspers Brush,2535,Service Available,Wireless,2NWR-51-10-MOEY,
NSW,Jaspers Brush,2535,Service Available,Wireless,2NWR-51-01-BOMA,
NSW,Jellat Jellat,2550,Service Available,Wireless,2BEG-51-05-JELL,
NSW,Jennings,4383,Service Available,Wireless,2TTF-51-03-WLGL,
NSW,Jerangle,2630,Service Available,Wireless,2COM-51-07-NUME,
NSW,Jeremadra,2536,Service Available,Wireless,2BTM-51-06-MOGO,
NSW,Jerilderie,2716,Service Available,Wireless,2FNL-51-04-JERI,
NSW,Jerrabomberra,2619,Service Available,Brownfields Fibre,9QBN-08,
NSW,Jerrabomberra,2619,Service Available,Other,9QBN-09,
NSW,Jerrara,2533,Service Available,Wireless,2NWR-51-12-SADD,
NSW,Jerseyville,2431,Service Available,Wireless,2SWR-51-04-SOUW,
NSW,Jesmond,2299,Build Commenced,Other,2MYF-20,
NSW,Jesmond,2299,Build Commenced,Other,2NLT-10,
NSW,Jewells,2280,Service Available,Other,2BLT-04,
NSW,Jewells,2280,Build Commenced,Other,2CHL-08,
NSW,Jindabyne,2627,Service Available,Wireless,2JNB-51-03-JINS,
NSW,Jindabyne,2627,Build Commenced,Other,2JNB-20,
NSW,Jindera,2642,Service Available,Wireless,2CUL-51-02-JIND,
NSW,Johns River,2443,Service Available,Wireless,2HAR-51-02-JOHN,
NSW,Junee,2663,Service Available,Wireless,2JUE-51-01-JUNE,
NSW,Kahibah,2290,Build Commenced,Other,2CHL-01,
NSW,Kains Flat,2850,Build Commenced,Wireless,2GUL-51-09-KAIN,
NSW,Kalaru,2550,Service Available,Wireless,2BEG-51-05-JELL,
NSW,Kalkite,2627,Service Available,Wireless,2JNB-51-02-JINN,
NSW,Kanahooka,2530,Service Available,Brownfields Fibre,2DAP-03,
NSW,Kanahooka,2530,Service Available,Greenfields Fibre,AYCA-24AN8R,
NSW,Kanahooka,2530,Service Available,Greenfields Fibre,AYCA-2PBQFJ,
NSW,Kanahooka,2530,Service Available,Greenfields Fibre,AYCA-35WREH,
NSW,Kanahooka,2530,Service Available,Greenfields Fibre,AYCA-1QZXCE,
NSW,Kanahooka,2530,Service Available,Greenfields Fibre,AYCA-G3L44,
NSW,Kanahooka,2530,Build Commenced,Greenfields Fibre,AYCA-21K74Q,
NSW,Kangaloon,2576,Build Commenced,Wireless,2MTT-51-02-BRRW,
NSW,Kangaroo Valley,2577,Service Available,Wireless,2NWR-51-04-KANG,
NSW,Kangy Angy,2258,Service Available,Other,2NAA-02,
NSW,Kanoona,2550,Service Available,Wireless,2MER-51-05-WOLU,
NSW,Kanwal,2259,Service Available,Other,2GRK-01,
NSW,Kanwal,2259,Service Available,Other,2GRK-06,
NSW,Karabar,2620,Service Available,Brownfields Fibre,9QBN-05,
NSW,Karabar,2620,Service Available,Brownfields Fibre,9QBN-07,
NSW,Karangi,2450,Service Available,Wireless,2CFS-51-09-KARA,
NSW,Karangi,2450,Service Available,Wireless,2CFS-51-07-UPOE,
NSW,Katoomba,2780,Service Available,Other,2KTB-01,
NSW,Katoomba,2780,Build Commenced,Other,2KTB-02,
NSW,Kearsley,2325,Build Commenced,Other,2CES-20,
NSW,Keerrong,2480,Service Available,Wireless,2LIS-51-02-CHNN,
NSW,Keerrong,2480,Service Available,Wireless,2LIS-51-08-GMGL,
NSW,Keiraville,2500,Service Available,Other,2WLG-06,
NSW,Keiraville,2500,Build Preparation,Greenfields Fibre,AYCA-3GD853,
NSW,Keith Hall,2478,Service Available,Wireless,2ALS-51-11-NWDT,
NSW,Keith Hall,2478,Service Available,Wireless,2ALS-51-06-TEVE,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-12KVIN,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-12KVM6,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-12KVRP,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-12KVWP,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-181QPK,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1GM33P,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1HM8XT,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1JO3MC,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1MGYFE,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1PGLO5,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1QFWKU,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1QFWWC,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1QG17L,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1QG1HF,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1QM7LK,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1SGPDG,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1XC61U,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1YIE3C,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1YPJUL,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1ZNFWN,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-210QKY,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-23449N,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-23DDCM,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-23DI98,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-2GRWRU,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-2GRX8Y,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-2QXY9G,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-GNOD5,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-J0WMW,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-KA1PS,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-KJ1FN,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-LHCGL,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-NY40Y,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-NZ5RO,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-ODKDV,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-UFMBM,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-W3NYJ,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYAA-HDH0A,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYAA-IZEBG,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYAA-J1RG3,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-111JWM,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-19P65Z,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1ND7W9,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1QR3ND,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1RCD5Q,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1S5RB0,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1T94S5,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1T94WR,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1T9501,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1VQD0V,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-1ZMRVI,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-26AWW8,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-2GRWE9,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-32OIQA,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-36RS5F,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-E0VG1,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-IHIPW,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-IHJ16,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-KDK9L,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-LE6WI,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-ODKJN,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-PT8T9,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-PU9UW,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-RGQSD,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-RVELA,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-SM348,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-W3TNJ,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-XZH1S,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-10W1AO,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYAA-J1UUO,
NSW,Kellyville,2155,Service Available,Greenfields Fibre,AYCA-10W1DZ,
NSW,Kellyville,2155,Service Available,Other,2KEL-05,
NSW,Kellyville,2155,Service Available,Other,2KEL-07,
NSW,Kellyville,2155,Service Available,Other,2KEL-08,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-2HICGY,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-2N2GYJ,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-2LIFR7,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-2N2GU7,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-2Q8I3Y,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-39H6QH,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-3EES3Q,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-2ED3QS,
NSW,Kellyville,2155,Build Preparation,Greenfields Fibre,AYCA-2H6SZY,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-1VSASV,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-23DHZK,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-29ZXWM,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-2A00IQ,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-2BYRHX,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-2CBM7S,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-2K1LDW,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-2OFEZF,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-2VXU53,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-38OV5L,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-2OFGK8,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-37RL33,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-3BFY3F,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-1QWQON,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-1HM94A,
NSW,Kellyville,2155,Build Commenced,Greenfields Fibre,AYCA-1QGN26,
NSW,Kellyville Ridge,2155,Service Available,Greenfields Fibre,AYAA-IAZ10,
NSW,Kellyville Ridge,2155,Service Available,Greenfields Fibre,AYCA-3BU7O4,
NSW,Kellyville Ridge,2155,Service Available,Other,2KEL-03,
NSW,Kellyville Ridge,2155,Service Available,Other,2KEL-02,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-1O8IBZ,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-1O8ZKV,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-2YN1TO,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-E7JG5,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-O2EOP,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-XMF0H,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-1FDUG2,
NSW,Kelso,2795,Service Available,Greenfields Fibre,AYCA-1NZCUR,
NSW,Kelso,2795,Service Available,Wireless,2BTH-51-06-GLAM,
NSW,Kelso,2795,Service Available,Wireless,2BTH-51-02-BTEH,
NSW,Kelso,2795,Build Commenced,Greenfields Fibre,AYCA-24V0XM,
NSW,Kelso,2795,Build Commenced,Greenfields Fibre,AYCA-303TGX,
NSW,Kelso,2795,Build Commenced,Other,2BTH-22,
NSW,Kelso,2795,Build Commenced,Other,2BTH-09,
NSW,Kembla Grange,2526,Service Available,Brownfields Fibre,2DAP-01,
NSW,Kembla Grange,2526,Service Available,Greenfields Fibre,AYCA-1E0UMU,
NSW,Kempsey,2440,Build Commenced,Other,2KMS-20,
NSW,Kendall,2439,Service Available,Wireless,2HAR-51-09-KENN,
NSW,Kendall,2439,Build Commenced,Other,2CAH-21,
NSW,Kensington,2033,Service Available,Brownfields Fibre,2KNS-05,
NSW,Kensington,2033,Service Available,Brownfields Fibre,2KNS-05,
NSW,Kensington,2033,Service Available,Brownfields Fibre,2KNS-06,
NSW,Kensington,2033,Service Available,Brownfields Fibre,2KNS-02,
NSW,Kentlyn,2560,Service Available,Other,2CBT-06,
NSW,Kew,2439,Build Commenced,Other,2CAH-21,
NSW,Khancoban,2642,Service Available,Wireless,3CRY-51-03-KHAN,
NSW,Kiama,2533,Service Available,Brownfields Fibre,2KIA-03,
NSW,Kiama,2533,Service Available,Brownfields Fibre,2KIA-02,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-2GRPSA,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-2MQO0H,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-W61Q3,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-1UZO1H,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-MKZRM,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-UI5TI,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-1ZSS9E,
NSW,Kiama,2533,Service Available,Greenfields Fibre,AYCA-2FJCGO,
NSW,Kiama,2533,Build Preparation,Greenfields Fibre,AYCA-1N3PHG,
NSW,Kiama,2533,Build Commenced,Greenfields Fibre,AYCA-1VW8F4,
NSW,Kiama,2533,Build Commenced,Greenfields Fibre,AYCA-3P3NVB,
NSW,Kiama Downs,2533,Service Available,Brownfields Fibre,2KIA-01,
NSW,Kiama Downs,2533,Service Available,Greenfields Fibre,AYCA-1EGMAT,
NSW,Kiama Heights,2533,Service Available,Brownfields Fibre,2KIA-03,
NSW,Kielvale,2484,Service Available,Wireless,2MWB-51-06-MWBH,
NSW,Kielvale,2484,Service Available,Wireless,2KCL-51-05-CLCT,
NSW,Killabakh,2429,Service Available,Wireless,2TEE-51-02-KILL,
NSW,Killarney Vale,2261,Service Available,Brownfields Fibre,2LJT-04,
NSW,Killarney Vale,2261,Service Available,Brownfields Fibre,2LJT-03,
NSW,Killawarra,2429,Service Available,Wireless,2TEE-51-01-DINC,
NSW,Killawarra,2429,Service Available,Wireless,2TEE-51-05-WGWG,
NSW,Killcare,2257,Service Available,Other,2WOY-10,
NSW,Killcare Heights,2257,Service Available,Other,2WOY-10,
NSW,Killingworth,2278,Service Available,Other,2BLR-02,
NSW,Kinchela,2440,Service Available,Wireless,2KMS-51-01-CLYB,
