State,Suburb,Postcode,Status,Service Type,Id,New
ACT,Acton,2601,Service Available,Brownfields Fibre,9CVI-02,
ACT,Amaroo,2914,Service Available,Brownfields Fibre,9CRC-01,
ACT,Amaroo,2914,Service Available,Greenfields Fibre,AYCA-1FTKZ3,
ACT,Amaroo,2914,Service Available,Greenfields Fibre,AYCA-3786IA,
ACT,Amaroo,2914,Build Commenced,Greenfields Fibre,AYCA-2MAL8N,
ACT,Amaroo,2914,Build Commenced,Greenfields Fibre,AYCA-3AHPP9,
ACT,Barton,2600,Service Available,Greenfields Fibre,AYCA-1QD5CX,
ACT,Barton,2600,Service Available,Greenfields Fibre,AYCA-1CDO38,
ACT,Belconnen,2617,Service Available,Greenfields Fibre,AYCA-VQ1E0,
ACT,Bonner,2914,Service Available,Brownfields Fibre,9BON-01,
ACT,Bonner,2914,Service Available,Greenfields Fibre,AYCA-1GKNOO,
ACT,Bonner,2914,Service Available,Greenfields Fibre,AYCA-1DUG4B,
ACT,Braddon,2612,Service Available,Brownfields Fibre,9CVI-01,
ACT,Braddon,2612,Service Available,Greenfields Fibre,AYCA-VHR0W,
ACT,Braddon,2612,Service Available,Greenfields Fibre,AYCA-N339Z,
ACT,Braddon,2612,Service Available,Greenfields Fibre,AYCA-UI5VU,
ACT,Campbell,2612,Service Available,Greenfields Fibre,AYCA-18JTYF,
ACT,Casey,2912,Service Available,Brownfields Fibre,9BON-02,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96LT,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96M2,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96MB,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96MK,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96MT,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96N2,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96NB,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96Q5,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96QE,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1FTKL2,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1FTKMW,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1FTKQO,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1FTKQW,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1FTKRA,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1FTKUU,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1FTKV7,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1JJLZC,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1JJM04,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1JJM0I,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1JLPWP,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1O2FQY,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1X5J5Y,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-25MJA8,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-2BU21S,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-G1IS9,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96LA,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1DUG3B,
ACT,Casey,2912,Service Available,Greenfields Fibre,AYCA-1D96LK,
ACT,Casey,2912,Build Preparation,Greenfields Fibre,AYCA-3BLEYJ,
ACT,Casey,2912,Build Commenced,Greenfields Fibre,AYCA-2Q5W9L,
ACT,Casey,2912,Build Commenced,Other,9BON-20,
ACT,City,2601,Service Available,Brownfields Fibre,9CVI-02,
ACT,City,2601,Service Available,Greenfields Fibre,AYCA-FEHK4,
ACT,Crace,2911,Service Available,Brownfields Fibre,9CRC-08,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1D96NT,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1D96O2,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1D96OK,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1FTKRI,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1FTKRQ,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1FTKS6,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1JJM0X,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1Z9QT8,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1D96NK,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1FTKRY,
ACT,Crace,2911,Service Available,Greenfields Fibre,AYCA-1D96OB,
ACT,Downer,2602,Build Commenced,Other,9CVI-24,
ACT,Farrer,2607,Service Available,Greenfields Fibre,AYAA-F2BU9,
ACT,Farrer,2607,Service Available,Greenfields Fibre,AYCA-34UNP2,
ACT,Farrer,2607,Service Available,Greenfields Fibre,AYCA-OH4EW,
ACT,Forde,2914,Service Available,Brownfields Fibre,9BON-01,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-159BSA,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-19X3BC,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1CPCS9,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1CPHX4,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1CRLQU,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1CRLYV,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1D309I,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1D96QW,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1FTKP4,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1FTKPS,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1FTKVY,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1MI4GK,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1MIEQM,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1SR85S,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1SR8CU,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1V8BOT,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-21U3BX,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-2JAXGS,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1D96SH,
ACT,Forde,2914,Service Available,Greenfields Fibre,AYCA-1DUG3K,
ACT,Forde,2914,Build Preparation,Greenfields Fibre,AYCA-2Y9SDU,
ACT,Forrest,2603,Build Commenced,Greenfields Fibre,AYCA-2A5KLM,
ACT,Franklin,2913,Service Available,Brownfields Fibre,9CRC-05,
ACT,Franklin,2913,Service Available,Brownfields Fibre,9CRC-07,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1D96OW,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1EGM7D,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1FTKSE,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1FTKSM,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1FTKSU,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1FTKT2,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1FTKVQ,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-2471GP,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-294Q7P,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-2DCS4X,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-2HC7EW,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1GKNNM,
ACT,Franklin,2913,Service Available,Greenfields Fibre,AYCA-1GKNNE,
ACT,Franklin,2913,Build Commenced,Greenfields Fibre,AYCA-2D0YYL,
ACT,Greenway,2900,Service Available,Greenfields Fibre,AYCA-24LCO2,
ACT,Griffith,2603,Service Available,Greenfields Fibre,AYCA-1KKJTU,
ACT,Gungahlin,2912,Service Available,Brownfields Fibre,9CRC-03,
ACT,Gungahlin,2912,Service Available,Brownfields Fibre,9CRC-06,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-1Z8FS6,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-1DIHQM,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-1JKVNA,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-1VUYSE,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-1Y3FVT,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-2W5KAY,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-NCERX,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-RJYN1,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-20D84N,
ACT,Gungahlin,2912,Service Available,Greenfields Fibre,AYCA-15XD6A,
ACT,Hackett,2602,Build Commenced,Other,9CVI-24,
ACT,Hall,2618,Build Commenced,Other,9BON-20,
ACT,Harrison,2914,Service Available,Brownfields Fibre,9CRC-05,
ACT,Harrison,2914,Service Available,Brownfields Fibre,9CRC-06,
ACT,Harrison,2914,Service Available,Brownfields Fibre,9CRC-07,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1D96P5,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1D96PE,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1F7A9U,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1FTKN4,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1FTKNK,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1FTKO8,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1FTKOG,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1FTKTA,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1FTKTI,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1QUATO,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-20JSDT,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-2U9WQK,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-30XUZV,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1BGK5U,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-1FTKNC,
ACT,Harrison,2914,Service Available,Greenfields Fibre,AYCA-RMZ1V,
ACT,Harrison,2914,Build Commenced,Greenfields Fibre,AYCA-2ROW48,
ACT,Hume,2620,Service Available,Other,9QBN-09,
ACT,Kambah,2902,Build Commenced,Other,9KBA-23,
ACT,Kingston,2604,Service Available,Greenfields Fibre,AYCA-K7H8J,
ACT,Kingston,2604,Service Available,Greenfields Fibre,AYCA-1BNE6X,
ACT,Kingston,2604,Service Available,Greenfields Fibre,AYCA-1OAO29,
ACT,Kingston,2604,Service Available,Greenfields Fibre,AYCA-24PULV,
ACT,Kingston,2604,Build Commenced,Greenfields Fibre,AYCA-1KXV77,
ACT,Kingston,2604,Build Commenced,Greenfields Fibre,AYCA-25XZAA,
ACT,Lawson,2617,Service Available,Greenfields Fibre,AYCA-23B4F8,
ACT,Lawson,2617,Service Available,Greenfields Fibre,AYCA-1K16F8,
ACT,Lawson,2617,Service Available,Greenfields Fibre,AYCA-1K16IU,
ACT,Lawson,2617,Service Available,Greenfields Fibre,AYCA-1W8R79,
ACT,Lawson,2617,Build Preparation,Greenfields Fibre,AYCA-1Z9RA4,
ACT,Lawson,2617,Build Commenced,Greenfields Fibre,AYCA-2SQQKA,
ACT,Lawson,2617,Build Commenced,Greenfields Fibre,AYCA-2SYUE4,
ACT,Lawson,2617,Build Commenced,Greenfields Fibre,AYCA-2XK6YK,
ACT,Lawson,2617,Build Commenced,Greenfields Fibre,AYCA-2DEZWT,
ACT,Lawson,2617,Build Commenced,Greenfields Fibre,AYCA-2PJL84,
ACT,Lyons,2606,Service Available,Greenfields Fibre,AYCA-L6B9H,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYAA-HZEYY,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYCA-EUU31,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYAA-FPRHZ,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYAA-GGL3O,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYAA-GGL4G,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYCA-NLQYO,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYAA-GGX09,
ACT,Macgregor,2615,Service Available,Greenfields Fibre,AYAA-H4JSJ,
ACT,Macquarie,2614,Service Available,Greenfields Fibre,AYCA-1S74X7,
ACT,Mitchell,2911,Service Available,Brownfields Fibre,9CRC-05,
ACT,Mitchell,2911,Service Available,Greenfields Fibre,AYCA-1D96PN,
ACT,Mitchell,2911,Service Available,Greenfields Fibre,AYCA-172Y5P,
ACT,Mitchell,2911,Service Available,Greenfields Fibre,AYCA-1EQLVW,
ACT,Mitchell,2911,Build Preparation,Greenfields Fibre,AYCA-3RLW9O,
ACT,Ngunnawal,2913,Service Available,Brownfields Fibre,9CRC-02,
ACT,Ngunnawal,2913,Service Available,Brownfields Fibre,9CRC-01,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-160642,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-160A94,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-LPLM3,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-LPLQH,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-Q3JPF,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-Q3JRI,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-1605S3,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-FAF5X,
ACT,Ngunnawal,2913,Service Available,Greenfields Fibre,AYCA-LPLFG,
ACT,Nicholls,2913,Service Available,Brownfields Fibre,9CRC-10,
ACT,Nicholls,2913,Service Available,Greenfields Fibre,AYCA-35ZTIZ,
ACT,O'Connor,2602,Build Commenced,Other,9CVI-21,
ACT,O'Malley,2606,Service Available,Greenfields Fibre,AYCA-1D96QN,
ACT,Oaks Estate,2620,Service Available,Brownfields Fibre,9QBN-03,
ACT,Oaks Estate,2620,Service Available,Brownfields Fibre,9QBN-06,
ACT,Palmerston,2913,Service Available,Brownfields Fibre,9CRC-04,
ACT,Phillip,2606,Service Available,Greenfields Fibre,AYCA-R9L2L,
ACT,Phillip,2606,Service Available,Greenfields Fibre,AYCA-JVDZD,
ACT,Tharwa,2611,Service Available,Brownfields Fibre,9DKI-08,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKU1,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKU9,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKUK,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKWE,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKWM,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKXN,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1JJM2J,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1NFIOK,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1O3Y2E,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1PGXOE,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1PH3JF,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1R8D9D,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-21NOP4,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-25SA6W,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-25TIWI,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-274CNL,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-2D7193,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-2MYYMQ,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1D96PW,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKQ0,
ACT,Tharwa,2611,Service Available,Greenfields Fibre,AYCA-1FTKTT,
ACT,Tharwa,2611,Build Preparation,Greenfields Fibre,AYCA-247OPM,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2LR0ZB,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2LR194,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2LR36T,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2Y512X,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2Y54JV,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2Y5CRW,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-330529,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2EFSGG,
ACT,Tharwa,2611,Build Commenced,Greenfields Fibre,AYCA-2G32NX,
ACT,Turner,2612,Service Available,Brownfields Fibre,9CVI-01,
ACT,Turner,2612,Build Commenced,Other,9CVI-21,
ACT,Watson,2602,Service Available,Brownfields Fibre,9CRC-05,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYCA-FBLOI,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYAA-GNNKX,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYAA-H9QZ2,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYAA-I1J37,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYCA-1HA1CE,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYCA-ERMBL,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYCA-ERMF0,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYCA-KODHO,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYAA-I1J0G,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYAA-I1OYZ,
ACT,Watson,2602,Service Available,Greenfields Fibre,AYAA-J8CJ6,
ACT,Watson,2602,Build Commenced,Other,9CVI-24,
ACT,Weston,2611,Service Available,Brownfields Fibre,9DKI-06,
ACT,Weston,2611,Service Available,Greenfields Fibre,AYCA-1FTKXV,
ACT,Weston,2611,Service Available,Greenfields Fibre,AYCA-KUT0B,
NSW,Abercrombie,2795,Service Available,Greenfields Fibre,AYCA-LZFWU,
NSW,Abercrombie,2795,Build Commenced,Other,2BTH-01,
NSW,Aberdare,2325,Build Commenced,Other,2CES-20,
NSW,Aberdeen,2336,Service Available,Greenfields Fibre,AYCA-ITODR,
NSW,Aberdeen,2336,Service Available,Greenfields Fibre,AYCA-INFY4,
NSW,Aberdeen,2336,Build Preparation,Greenfields Fibre,AYCA-KPWQQ,
NSW,Aberglasslyn,2320,Service Available,Other,2MAI-04,
NSW,Aberglasslyn,2320,Service Available,Other,2MAI-02,
NSW,Abernethy,2325,Build Commenced,Wireless,2MAI-51-23-KITC,
NSW,Adaminaby,2629,Service Available,Wireless,2COM-51-01-ADAM,
NSW,Adamstown,2289,Service Available,Other,2HAM-08,
NSW,Adamstown,2289,Build Commenced,Other,2NLT-03,
NSW,Adamstown Heights,2289,Build Commenced,Other,2NLT-04,
NSW,Adamstown Heights,2289,Build Commenced,Other,2CHL-02,
NSW,Adelong,2729,Build Commenced,Other,2ADL-20,
NSW,Agnes Banks,2753,Service Available,Brownfields Fibre,2RCH-06,
NSW,Agnes Banks,2753,Service Available,Greenfields Fibre,AYCA-1PO7I1,
NSW,Agnes Banks,2753,Service Available,Greenfields Fibre,AYCA-296874,
NSW,Agnes Banks,2753,Build Preparation,Greenfields Fibre,AYCA-2DJ6UC,
NSW,Airds,2560,Service Available,Greenfields Fibre,AYCA-ZKVCY,
NSW,Airds,2560,Service Available,Greenfields Fibre,AYCA-ZKVJ3,
NSW,Airds,2560,Service Available,Greenfields Fibre,AYCA-MZUB1,
NSW,Airds,2560,Service Available,Other,2CBT-07,
NSW,Airds,2560,Build Preparation,Greenfields Fibre,AYCA-1ZZUH3,
NSW,Airds,2560,Build Preparation,Greenfields Fibre,AYCA-1ZZUII,
NSW,Akolele,2546,Service Available,Wireless,2BMG-51-05-WALG,
NSW,Albion Park,2527,Build Commenced,Other,2ABN-04,
NSW,Albion Park,2527,Build Commenced,Other,2ABN-02,
NSW,Albion Park Rail,2527,Service Available,Other,2ABN-01,new
NSW,Albion Park Rail,2527,Service Available,Other,2ABN-03,new
NSW,Albury,2640,Service Available,Other,2ALB-04,new
NSW,Albury,2640,Service Available,Other,2ALB-03,
NSW,Albury,2640,Service Available,Other,2ALB-01,new
NSW,Aldavilla,2440,Service Available,Wireless,2KMS-51-05-EURO,
NSW,Aldavilla,2440,Service Available,Wireless,2KMS-51-10-KPNP,
NSW,Aldavilla,2440,Build Commenced,Other,2KMS-21,
NSW,Alexandria,2015,Service Available,Brownfields Fibre,2ROC-05,
NSW,Alexandria,2015,Service Available,Brownfields Fibre,2KNS-04,
NSW,Alexandria,2015,Service Available,Brownfields Fibre,2KNS-50,
NSW,Alexandria,2015,Service Available,Brownfields Fibre,2KNS-65,
NSW,Alexandria,2015,Service Available,Brownfields Fibre,2NEW-53,
NSW,Alexandria,2015,Service Available,Brownfields Fibre,2RED-65,
NSW,Alexandria,2015,Build Commenced,Other,2ROC-05,
NSW,Alexandria,2015,Build Commenced,Other,2KNS-04,
NSW,Alison,2420,Service Available,Wireless,2DGO-51-02-MASD,
NSW,Allandale,2321,Build Commenced,Wireless,2SIN-51-15-LOCH,
NSW,Allandale,2321,Build Commenced,Wireless,2SIN-51-11-WINE,
NSW,Allgomera,2441,Service Available,Wireless,2SWR-51-01-EUNG,
NSW,Alstonvale,2477,Service Available,Wireless,2ALS-51-01-ASNT,
NSW,Alstonvale,2477,Service Available,Wireless,2ALS-51-08-TKMK,
NSW,Alstonville,2477,Service Available,Wireless,2ALS-51-02-ASST,
NSW,Alstonville,2477,Service Available,Wireless,2WDB-51-09-URAB,
NSW,Alstonville,2477,Service Available,Wireless,2ALS-51-01-ASNT,
NSW,Alumy Creek,2460,Service Available,Wireless,2GRN-51-09-ULMA,
NSW,Alumy Creek,2460,Service Available,Wireless,2GRN-51-04-GRAF,
NSW,Alumy Creek,2460,Service Available,Wireless,2GRN-51-06-SEEL,
NSW,Ambarvale,2560,Service Available,Other,2CBT-09,
NSW,Ambarvale,2560,Service Available,Other,2CBT-08,
NSW,Angledale,2550,Service Available,Wireless,2BEG-51-02-BEGE,
NSW,Angledale,2550,Service Available,Wireless,2BEG-51-04-BROG,
NSW,Anna Bay,2316,Build Commenced,Other,2NLB-06,
NSW,Annandale,2038,Service Available,Brownfields Fibre,2GBE-66,
NSW,Annandale,2038,Build Commenced,Other,2BAM-61,
NSW,Annangrove,2156,Build Commenced,Wireless,2ROU-51-10-NELS,
NSW,Appin,2560,Service Available,Greenfields Fibre,AYCA-10KOHV,
NSW,Appin,2560,Service Available,Greenfields Fibre,AYCA-MI71A,
NSW,Appin,2560,Service Available,Greenfields Fibre,AYCA-R7EYG,
NSW,Appin,2560,Service Available,Greenfields Fibre,AYAA-G0LPE,
NSW,Appin,2560,Service Available,Greenfields Fibre,AYCA-10KKU8,
NSW,Appin,2560,Service Available,Greenfields Fibre,AYCA-1U63ZY,
NSW,Appin,2560,Service Available,Other,2APN-01,
NSW,Appin,2560,Build Commenced,Wireless,2TAH-51-09-DOUG,
NSW,Apsley,2820,Service Available,Wireless,2WEL-51-02-WELL,
NSW,Arakoon,2431,Service Available,Wireless,2SWR-51-04-SOUW,
NSW,Arding,2358,Service Available,Wireless,2ARM-51-09-IVGE,
NSW,Arding,2358,Service Available,Wireless,2ARM-51-02-KLRR,
NSW,Ardlethan,2665,Service Available,Wireless,2CLM-51-08-ARDL,
NSW,Argenton,2284,Service Available,Other,2BLR-05,
NSW,Argenton,2284,Service Available,Other,2BLR-04,
NSW,Argents Hill,2449,Service Available,Wireless,2MAC-51-01-BOWR,
NSW,Argents Hill,2449,Service Available,Wireless,2MAC-51-02-BWRR,
NSW,Ariah Park,2665,Service Available,Wireless,2TEM-51-01-ARIA,
NSW,Ariah Park,2665,Service Available,Wireless,2TEM-51-06-TMWO,
NSW,Ariah Park,2665,Service Available,Wireless,2CLM-51-07-RANN,
NSW,Armidale,2350,Service Available,Brownfields Fibre,2ARM-06,
NSW,Armidale,2350,Service Available,Brownfields Fibre,2ARM-02,
NSW,Armidale,2350,Service Available,Brownfields Fibre,2ARM-05,
NSW,Armidale,2350,Service Available,Brownfields Fibre,2ARM-04,
NSW,Armidale,2350,Service Available,Brownfields Fibre,2ARM-03,
NSW,Armidale,2350,Service Available,Brownfields Fibre,2ARM-01,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-1PUXRQ,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-1VFSWJ,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-2FTRKL,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-I8XD8,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-144LDF,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-14BE2T,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-14FVJE,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-1AR617,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-1CV7C4,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-1N31ZM,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-1QWC4Z,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-21COY1,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-28X8CG,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-2DJ6MC,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-2F20JH,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-GNO1F,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-MWXW2,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-MZM58,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-SQ3NT,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-SWA6C,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-YKBS6,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-YZWIV,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-10XPVH,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-15OJH3,
NSW,Armidale,2350,Service Available,Greenfields Fibre,AYCA-19VLBK,
NSW,Armidale,2350,Service Available,Wireless,2ARM-51-02-KLRR,
NSW,Armidale,2350,Service Available,Wireless,2ARM-51-03-UNEE,
NSW,Armidale,2350,Service Available,Wireless,2ARM-51-06-ARMI,
NSW,Armidale,2350,Service Available,Wireless,2ARM-51-08-ROCK,
NSW,Armidale,2350,Service Available,Wireless,2ARM-51-09-IVGE,
NSW,Armidale,2350,Build Preparation,Greenfields Fibre,AYCA-1VF47P,
